Age,Height_cm,Weight_kg,BMI,Sport_Type,Level,Goal,Training_Days_Per_Week,Years_Training,Has_Injury_History,Endurance_Score,Strength_Score,Speed_Score,Flexibility_Score,Explosiveness_Score,Recovery_Score,Recommended_Program_ID
22,171,65,22.2,Track & Field,Intermediate,Endurance,3,4.6,0,6,3,9,5,4,8,PRG_TF_AEROBIC_BASE
26,180,63,19.4,Tennis,Intermediate,Endurance,4,3.0,0,7,6,5,6,6,9,PRG_TN_COMPETITION_READINESS
24,179,73,22.8,Tennis,Beginner,Strength,3,0.1,1,4,4,5,5,3,7,PRG_TN_MOVEMENT_FOUNDATIONS
17,180,64,19.8,Swimming,Advanced,Weight_Loss,5,9.5,0,10,7,4,9,8,6,PRG_SW_RACE_CONDITIONING
28,168,67,23.7,Tennis,Intermediate,Strength,3,3.4,1,6,6,8,5,7,9,PRG_TN_SHOULDER_ELBOW_PREHAB
20,186,94,27.2,Football,Advanced,Muscle_Gain,5,6.5,0,6,8,8,5,9,8,PRG_FB_LINEMAN_POWER
26,171,56,19.2,Boxing,Beginner,Weight_Loss,2,0.4,0,7,7,8,4,5,8,PRG_BOX_FOUNDATIONS
15,192,77,20.9,Basketball,Beginner,Endurance,3,0.6,0,6,6,8,2,5,7,PRG_BB_ATHLETIC_BASE
17,178,87,27.5,Football,Intermediate,Strength,4,2.5,0,5,4,6,5,6,8,PRG_FB_STRENGTH_STAMINA
42,168,102,36.1,General Fitness,Beginner,Muscle_Gain,3,0.1,0,5,4,1,5,2,8,PRG_FIT_FAT_LOSS_HIIT
18,184,94,27.8,Football,Intermediate,Weight_Loss,4,1.8,0,6,6,9,5,6,7,PRG_FB_STRENGTH_STAMINA
22,192,81,22.0,Basketball,Advanced,Speed,6,6.4,0,7,8,8,6,10,6,PRG_BB_VERTICAL_PLYOMETRICS
29,171,106,36.3,General Fitness,Beginner,Endurance,2,1.6,0,1,4,6,1,2,6,PRG_FIT_FAT_LOSS_HIIT
20,172,74,25.0,Swimming,Advanced,Endurance,5,6.9,0,10,10,9,6,8,7,PRG_SW_DISTANCE_ELITE
27,174,64,21.1,Track & Field,Beginner,Agility,4,0.8,0,5,4,8,1,7,8,PRG_TF_RUNNING_MECHANICS
22,182,76,22.9,Football,Intermediate,Agility,4,1.8,1,7,4,6,4,6,7,PRG_FB_INJURY_PREVENTION
20,173,55,18.4,Track & Field,Beginner,Muscle_Gain,2,0.7,0,5,6,3,6,5,8,PRG_TF_RUNNING_MECHANICS
22,181,54,16.5,MMA,Beginner,Muscle_Gain,3,0.2,0,6,5,4,4,4,7,PRG_MMA_BEGINNER_BASE
18,197,77,19.8,Basketball,Beginner,Muscle_Gain,2,0.1,1,3,5,6,4,6,8,PRG_BB_ATHLETIC_BASE
22,185,75,21.9,Basketball,Beginner,Strength,2,0.9,0,7,4,7,4,5,6,PRG_BB_ATHLETIC_BASE
37,174,92,30.4,General Fitness,Intermediate,Weight_Loss,3,4.5,0,7,7,7,6,6,8,PRG_FIT_FAT_LOSS_HIIT
20,173,82,27.4,Swimming,Beginner,Agility,1,0.3,0,6,4,5,5,3,10,PRG_SW_TECHNIQUE_AND_BASE
20,189,88,24.6,Basketball,Beginner,Speed,2,0.1,0,4,5,7,3,3,8,PRG_BB_ATHLETIC_BASE
15,182,73,22.0,Swimming,Beginner,Speed,3,3.2,0,5,4,1,4,4,8,PRG_SW_TECHNIQUE_AND_BASE
16,173,56,18.7,Boxing,Intermediate,Endurance,3,2.7,0,5,6,8,4,3,9,PRG_BOX_CARDIO_BASE
21,173,75,25.1,Tennis,Beginner,Endurance,3,0.1,0,5,4,5,7,3,7,PRG_TN_MOVEMENT_FOUNDATIONS
19,188,65,18.4,MMA,Intermediate,Strength,3,2.4,0,4,7,5,4,5,8,PRG_MMA_GENERAL_CONDITIONING
27,186,107,30.9,Basketball,Beginner,Weight_Loss,1,0.1,0,3,1,5,5,5,9,PRG_BB_ATHLETIC_BASE
23,199,89,22.5,Basketball,Advanced,Strength,6,5.6,1,10,9,7,6,5,7,PRG_BB_ANKLE_KNEE_PREHAB
15,192,78,21.2,Tennis,Intermediate,Speed,4,2.8,0,8,6,5,7,7,8,PRG_TN_POWER_GENERATION
21,179,69,21.5,Boxing,Beginner,Muscle_Gain,3,1.6,0,7,4,6,3,4,6,PRG_BOX_FOUNDATIONS
18,177,55,17.6,Tennis,Intermediate,Endurance,4,3.5,0,7,6,6,6,9,7,PRG_TN_POWER_GENERATION
30,180,68,21.0,Track & Field,Beginner,Endurance,3,0.3,0,6,3,7,5,3,8,PRG_TF_RUNNING_MECHANICS
24,187,97,27.7,Football,Intermediate,Strength,4,4.9,0,3,6,5,5,8,8,PRG_FB_AEROBIC_CAPACITY
22,187,90,25.7,Football,Advanced,Speed,4,8.5,1,9,7,10,4,9,9,PRG_FB_INJURY_PREVENTION
17,160,57,22.3,Boxing,Intermediate,Agility,4,2.7,0,5,5,8,5,5,7,PRG_BOX_GENERAL_COMBAT_FITNESS
26,169,62,21.7,Boxing,Advanced,Strength,5,5.7,0,8,7,6,7,9,8,PRG_BOX_KNOCKOUT_POWER
20,176,66,21.3,Swimming,Advanced,Strength,6,6.3,0,7,8,5,9,6,8,PRG_SW_RACE_CONDITIONING
21,169,74,25.9,Boxing,Beginner,Endurance,2,1.0,0,6,8,6,5,7,7,PRG_BOX_FOUNDATIONS
28,176,59,19.0,Track & Field,Advanced,Muscle_Gain,3,7.8,0,10,6,9,9,8,9,PRG_TF_THROWS_JUMPS_POWER
19,171,66,22.6,Track & Field,Intermediate,Weight_Loss,4,3.0,0,5,6,7,6,8,6,PRG_TF_GENERAL_TRACK_CONDITIONING
26,168,63,22.3,Track & Field,Beginner,Agility,3,0.1,0,4,4,4,5,8,9,PRG_TF_RUNNING_MECHANICS
21,182,67,20.2,Boxing,Advanced,Muscle_Gain,5,8.2,0,6,9,7,9,10,7,PRG_BOX_KNOCKOUT_POWER
24,173,66,22.1,Swimming,Intermediate,Endurance,4,2.6,0,8,5,5,8,9,7,PRG_SW_DISTANCE_ELITE
30,180,65,20.1,General Fitness,Beginner,Muscle_Gain,3,1.5,1,8,4,6,6,3,7,PRG_FIT_HYPERTROPHY_BEGINNER
33,182,79,23.8,Tennis,Beginner,Speed,1,0.1,0,5,4,4,3,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
28,184,77,22.7,Football,Beginner,Muscle_Gain,2,0.1,0,6,3,7,4,7,8,PRG_FB_ATHLETIC_DEVELOPMENT
23,186,72,20.8,Basketball,Beginner,Strength,2,1.9,0,4,4,4,1,3,7,PRG_BB_ATHLETIC_BASE
24,175,72,23.5,Tennis,Beginner,Weight_Loss,3,2.0,1,6,5,5,2,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
23,188,52,14.7,Track & Field,Advanced,Endurance,5,5.5,1,10,8,8,8,9,6,PRG_TF_DISTANCE_ELITE
22,168,66,23.4,Boxing,Beginner,Agility,2,0.1,0,4,2,7,4,4,7,PRG_BOX_FOUNDATIONS
34,184,83,24.5,Tennis,Beginner,Speed,3,2.1,0,6,4,4,4,4,5,PRG_TN_MOVEMENT_FOUNDATIONS
24,190,68,18.8,Basketball,Intermediate,Endurance,4,5.0,0,9,5,6,7,7,7,PRG_BB_COMPLETE_ATHLETE
22,179,59,18.4,Track & Field,Advanced,Speed,5,7.4,0,10,8,10,8,7,8,PRG_TF_SPRINT_ELITE
16,170,63,21.8,Boxing,Beginner,Strength,3,2.3,0,6,4,3,3,3,7,PRG_BOX_FOUNDATIONS
21,174,65,21.5,Track & Field,Beginner,Strength,4,1.5,1,4,4,5,6,5,8,PRG_TF_RUNNING_MECHANICS
23,183,106,31.7,Football,Intermediate,Strength,4,3.7,0,5,8,6,5,5,8,PRG_FB_LINEMAN_POWER
20,170,86,29.8,Swimming,Beginner,Endurance,4,2.7,0,6,4,2,2,6,8,PRG_SW_TECHNIQUE_AND_BASE
18,155,73,30.4,Boxing,Advanced,Weight_Loss,5,6.1,0,10,9,7,10,7,8,PRG_BOX_KNOCKOUT_POWER
22,182,68,20.5,Swimming,Advanced,Speed,6,4.7,0,9,6,10,5,5,7,PRG_SW_SPRINT_POWER
20,175,94,30.7,Football,Beginner,Endurance,3,0.3,0,6,4,5,3,7,10,PRG_FB_ATHLETIC_DEVELOPMENT
23,176,74,23.9,MMA,Advanced,Weight_Loss,5,6.9,0,7,8,6,9,8,6,PRG_MMA_PEAK_PERFORMANCE
22,172,65,22.0,Boxing,Intermediate,Speed,3,2.1,1,8,6,5,6,7,7,PRG_BOX_REHAB_CONDITIONING
23,171,71,24.3,MMA,Intermediate,Endurance,3,4.2,1,5,8,6,7,4,9,PRG_MMA_INJURY_PREVENTION
28,177,67,21.4,Tennis,Beginner,Speed,2,0.1,1,8,3,4,3,2,9,PRG_TN_MOVEMENT_FOUNDATIONS
21,174,87,28.7,Tennis,Intermediate,Strength,5,2.9,1,5,6,7,4,7,6,PRG_TN_SHOULDER_ELBOW_PREHAB
20,196,72,18.7,Swimming,Advanced,Endurance,5,7.1,0,8,2,7,10,9,6,PRG_SW_DISTANCE_ELITE
19,194,81,21.5,Basketball,Beginner,Weight_Loss,4,2.0,0,7,8,3,3,4,9,PRG_BB_ATHLETIC_BASE
31,178,77,24.3,Tennis,Intermediate,Strength,3,2.2,0,7,7,6,8,8,7,PRG_TN_POWER_GENERATION
29,177,71,22.7,Tennis,Intermediate,Weight_Loss,4,3.6,0,5,3,10,5,6,7,PRG_TN_CORE_STABILITY
27,174,64,21.1,Tennis,Intermediate,Agility,3,2.5,0,7,6,5,3,7,9,PRG_TN_COURT_MOVEMENT
21,181,74,22.6,Football,Beginner,Muscle_Gain,3,1.1,1,7,4,4,5,7,6,PRG_FB_ATHLETIC_DEVELOPMENT
22,173,77,25.7,General Fitness,Advanced,Strength,4,6.9,0,8,6,6,6,6,8,PRG_FIT_POWERLIFTING
41,167,83,29.8,General Fitness,Beginner,Endurance,2,0.1,0,6,6,5,4,3,7,PRG_FIT_CARDIO_ENDURANCE
24,177,59,18.8,Swimming,Beginner,Weight_Loss,3,0.1,0,5,8,4,5,4,10,PRG_SW_TECHNIQUE_AND_BASE
33,180,85,26.2,General Fitness,Beginner,Endurance,2,0.8,0,6,4,4,1,5,7,PRG_FIT_CARDIO_ENDURANCE
17,182,83,25.1,Basketball,Intermediate,Strength,5,2.3,0,5,4,7,4,6,7,PRG_BB_POST_PLAYER_STRENGTH
15,164,71,26.4,Swimming,Advanced,Endurance,5,7.9,0,10,7,8,10,10,7,PRG_SW_DISTANCE_ELITE
31,181,68,20.8,MMA,Intermediate,Agility,5,5.0,0,5,4,7,5,5,5,PRG_MMA_SPEED_AGILITY
17,194,80,21.3,Football,Beginner,Speed,2,3.0,1,5,5,4,4,8,7,PRG_FB_ATHLETIC_DEVELOPMENT
18,173,75,25.1,Swimming,Beginner,Weight_Loss,2,0.1,0,5,7,5,8,7,10,PRG_SW_TECHNIQUE_AND_BASE
21,193,77,20.7,Basketball,Intermediate,Agility,4,3.5,0,6,6,8,5,7,8,PRG_BB_CHANGE_OF_DIRECTION
29,179,76,23.7,Tennis,Intermediate,Muscle_Gain,5,1.2,0,6,5,4,7,9,6,PRG_TN_POWER_GENERATION
23,180,81,25.0,Track & Field,Beginner,Speed,2,1.8,0,10,3,4,5,8,9,PRG_TF_RUNNING_MECHANICS
21,179,81,25.3,Basketball,Beginner,Endurance,2,0.1,0,4,2,6,3,7,7,PRG_BB_ATHLETIC_BASE
23,194,94,25.0,Basketball,Beginner,Agility,3,0.1,1,7,2,7,5,6,7,PRG_BB_ATHLETIC_BASE
15,193,82,22.0,Football,Intermediate,Endurance,3,3.5,0,6,10,8,7,4,9,PRG_FB_STRENGTH_STAMINA
19,188,87,24.6,Basketball,Intermediate,Speed,4,3.2,0,6,6,4,3,7,7,PRG_BB_COMPLETE_ATHLETE
24,189,84,23.5,Basketball,Beginner,Speed,3,0.1,0,7,4,4,5,5,8,PRG_BB_ATHLETIC_BASE
15,183,74,22.1,Swimming,Advanced,Agility,6,7.4,0,9,5,5,10,7,6,PRG_SW_RACE_CONDITIONING
25,193,69,18.5,Basketball,Beginner,Endurance,2,0.1,1,2,4,3,3,7,10,PRG_BB_ATHLETIC_BASE
18,194,92,24.4,Basketball,Intermediate,Speed,5,4.1,0,7,6,6,6,6,8,PRG_BB_COMPLETE_ATHLETE
19,178,70,22.1,General Fitness,Beginner,Agility,3,0.6,0,9,4,1,8,3,8,PRG_FIT_BALANCED_WELLNESS
21,161,59,22.8,Boxing,Beginner,Muscle_Gain,3,0.1,0,4,1,7,5,5,7,PRG_BOX_FOUNDATIONS
25,175,71,23.2,MMA,Beginner,Weight_Loss,2,1.4,0,3,3,3,3,4,9,PRG_MMA_BEGINNER_BASE
22,186,111,32.1,Football,Intermediate,Endurance,3,6.2,0,3,7,8,7,8,7,PRG_FB_LINEMAN_POWER
16,173,61,20.4,Swimming,Beginner,Agility,2,0.5,1,7,6,5,5,6,8,PRG_SW_TECHNIQUE_AND_BASE
15,183,55,16.4,Swimming,Intermediate,Agility,4,4.2,0,7,10,6,7,5,7,PRG_SW_RACE_CONDITIONING
32,175,78,25.5,General Fitness,Beginner,Muscle_Gain,2,1.9,0,6,6,5,5,4,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
21,171,67,22.9,MMA,Advanced,Endurance,5,5.5,0,9,6,7,7,10,7,PRG_MMA_PEAK_PERFORMANCE
17,189,86,24.1,Football,Beginner,Agility,3,2.4,0,3,6,7,1,5,9,PRG_FB_ATHLETIC_DEVELOPMENT
20,201,76,18.8,Basketball,Intermediate,Agility,5,2.3,0,7,4,8,6,6,5,PRG_BB_CHANGE_OF_DIRECTION
25,169,68,23.8,General Fitness,Intermediate,Endurance,4,1.0,0,6,2,6,5,7,7,PRG_FIT_CARDIO_ENDURANCE
21,191,91,24.9,Basketball,Beginner,Strength,3,2.2,1,8,6,1,3,3,9,PRG_BB_ATHLETIC_BASE
25,176,67,21.6,MMA,Beginner,Strength,2,0.1,0,4,6,5,4,5,9,PRG_MMA_BEGINNER_BASE
20,180,83,25.6,Football,Advanced,Strength,4,6.6,0,10,10,10,8,9,8,PRG_FB_EXPLOSIVE_ATHLETE
21,185,77,22.5,Swimming,Intermediate,Endurance,2,3.8,0,9,4,7,5,6,8,PRG_SW_DISTANCE_ELITE
17,182,99,29.9,Football,Intermediate,Strength,3,1.2,0,5,6,8,3,7,8,PRG_FB_EXPLOSIVE_ATHLETE
16,185,105,30.7,Football,Advanced,Strength,5,9.9,0,9,9,8,5,8,9,PRG_FB_LINEMAN_POWER
34,187,74,21.2,Tennis,Advanced,Agility,4,5.6,0,9,5,10,5,10,6,PRG_TN_FOOTWORK_ELITE
33,173,75,25.1,MMA,Advanced,Endurance,3,5.5,0,6,8,9,7,8,7,PRG_MMA_PEAK_PERFORMANCE
24,183,92,27.5,Football,Beginner,Endurance,2,0.3,0,5,6,3,3,7,10,PRG_FB_ATHLETIC_DEVELOPMENT
24,175,66,21.6,Swimming,Advanced,Agility,6,7.3,1,10,5,9,10,7,5,PRG_SW_RACE_CONDITIONING
39,185,96,28.0,General Fitness,Intermediate,Muscle_Gain,4,3.5,1,2,8,5,6,7,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
26,176,72,23.2,MMA,Intermediate,Weight_Loss,4,2.4,0,4,5,2,4,8,9,PRG_MMA_GENERAL_CONDITIONING
33,181,68,20.8,General Fitness,Beginner,Weight_Loss,4,0.1,0,6,5,6,2,5,6,PRG_FIT_FAT_LOSS_HIIT
20,173,53,17.7,Track & Field,Intermediate,Strength,3,1.4,0,5,5,8,6,8,8,PRG_TF_THROWS_JUMPS_POWER
26,180,80,24.7,Tennis,Beginner,Endurance,1,0.1,0,4,5,4,6,5,9,PRG_TN_MOVEMENT_FOUNDATIONS
16,181,57,17.4,Tennis,Advanced,Agility,4,7.6,1,7,5,8,8,7,6,PRG_TN_SHOULDER_ELBOW_PREHAB
26,182,69,20.8,Swimming,Intermediate,Agility,4,3.0,1,8,7,8,6,9,6,PRG_SW_RACE_CONDITIONING
18,184,63,18.6,Tennis,Advanced,Muscle_Gain,4,7.5,1,8,8,10,8,6,6,PRG_TN_SHOULDER_ELBOW_PREHAB
20,172,98,33.1,Football,Advanced,Speed,4,7.0,0,6,10,10,6,10,7,PRG_FB_SPRINT_MECHANICS
17,176,69,22.3,Boxing,Beginner,Agility,1,0.3,0,5,4,5,4,3,9,PRG_BOX_FOUNDATIONS
17,174,78,25.8,Track & Field,Intermediate,Endurance,4,3.1,0,6,5,6,7,7,8,PRG_TF_AEROBIC_BASE
18,177,69,22.0,Swimming,Intermediate,Speed,6,0.4,0,9,6,8,8,4,5,PRG_SW_SPRINT_POWER
18,163,70,26.3,Boxing,Beginner,Speed,1,2.4,0,5,5,7,2,5,10,PRG_BOX_FOUNDATIONS
29,179,65,20.3,MMA,Intermediate,Agility,5,2.3,0,4,7,7,7,6,7,PRG_MMA_SPEED_AGILITY
23,173,67,22.4,Tennis,Advanced,Strength,4,7.9,0,6,8,7,9,7,7,PRG_TN_POWER_GENERATION
16,179,56,17.5,Track & Field,Intermediate,Speed,5,2.7,0,6,5,8,6,5,7,PRG_TF_SPRINT_ELITE
23,183,82,24.5,Boxing,Beginner,Agility,3,0.3,0,4,4,4,2,6,7,PRG_BOX_FOUNDATIONS
24,177,73,23.3,General Fitness,Advanced,Speed,5,7.1,0,3,6,4,5,8,7,PRG_FIT_ATHLETIC_PERFORMANCE
18,175,65,21.2,Swimming,Intermediate,Endurance,4,3.1,1,8,6,7,8,6,8,PRG_SW_DISTANCE_ELITE
20,175,74,24.2,Football,Advanced,Muscle_Gain,3,5.7,0,6,9,10,5,9,9,PRG_FB_EXPLOSIVE_ATHLETE
20,168,56,19.8,Track & Field,Beginner,Endurance,1,0.8,0,6,6,6,6,4,7,PRG_TF_RUNNING_MECHANICS
28,172,68,23.0,General Fitness,Beginner,Muscle_Gain,2,1.9,0,4,5,6,5,5,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
32,180,65,20.1,General Fitness,Beginner,Muscle_Gain,3,0.1,0,2,6,7,4,4,6,PRG_FIT_HYPERTROPHY_INTERMEDIATE
22,177,69,22.0,Track & Field,Beginner,Speed,2,1.3,0,7,8,4,6,6,8,PRG_TF_RUNNING_MECHANICS
31,169,69,24.2,General Fitness,Beginner,Endurance,3,0.3,0,9,1,4,1,4,8,PRG_FIT_CARDIO_ENDURANCE
28,180,72,22.2,Swimming,Advanced,Endurance,6,6.2,0,10,6,5,7,9,6,PRG_SW_DISTANCE_ELITE
21,172,77,26.0,General Fitness,Intermediate,Strength,4,3.3,0,8,5,6,4,7,6,PRG_FIT_POWERLIFTING
23,184,67,19.8,Swimming,Beginner,Muscle_Gain,4,1.1,0,5,1,4,6,5,9,PRG_SW_TECHNIQUE_AND_BASE
28,177,58,18.5,Track & Field,Intermediate,Endurance,4,3.4,0,6,6,9,3,6,8,PRG_TF_AEROBIC_BASE
18,167,63,22.6,Track & Field,Advanced,Muscle_Gain,5,6.5,0,7,6,9,6,9,7,PRG_TF_THROWS_JUMPS_POWER
15,181,84,25.6,Tennis,Intermediate,Weight_Loss,4,2.2,1,6,7,6,7,4,9,PRG_TN_SHOULDER_ELBOW_PREHAB
15,176,64,20.7,Tennis,Intermediate,Strength,4,3.9,0,8,7,10,7,5,8,PRG_TN_COMPETITION_READINESS
18,184,77,22.7,Track & Field,Intermediate,Speed,4,4.3,0,8,5,6,6,5,8,PRG_TF_SPEED_DEVELOPMENT
30,183,79,23.6,Swimming,Beginner,Weight_Loss,3,0.1,0,7,3,4,5,5,4,PRG_SW_TECHNIQUE_AND_BASE
34,167,66,23.7,Track & Field,Advanced,Endurance,4,5.5,1,10,7,10,10,9,8,PRG_TF_DISTANCE_ELITE
30,171,81,27.7,MMA,Intermediate,Muscle_Gain,3,4.5,0,5,9,4,5,8,7,PRG_MMA_GENERAL_CONDITIONING
23,177,73,23.3,MMA,Advanced,Strength,5,8.5,1,8,9,6,5,8,9,PRG_MMA_INJURY_PREVENTION
25,194,98,26.0,Basketball,Intermediate,Speed,4,3.3,0,5,8,6,5,6,7,PRG_BB_COMPLETE_ATHLETE
22,171,87,29.8,MMA,Intermediate,Muscle_Gain,4,4.4,0,4,6,7,6,7,6,PRG_MMA_SPEED_AGILITY
23,204,74,17.8,Basketball,Intermediate,Agility,4,3.6,0,7,7,6,8,6,8,PRG_BB_CHANGE_OF_DIRECTION
19,184,69,20.4,Swimming,Intermediate,Strength,4,3.5,0,9,8,5,5,8,7,PRG_SW_RACE_CONDITIONING
21,193,79,21.2,Tennis,Advanced,Agility,6,10.9,0,8,5,4,9,7,6,PRG_TN_COURT_MOVEMENT
25,174,61,20.1,Track & Field,Advanced,Agility,5,7.0,0,10,8,10,7,10,5,PRG_TF_GENERAL_TRACK_CONDITIONING
26,171,77,26.3,Boxing,Beginner,Speed,3,0.1,0,3,3,5,2,4,9,PRG_BOX_FOUNDATIONS
20,173,65,21.7,Boxing,Beginner,Strength,3,0.9,0,4,3,5,5,5,8,PRG_BOX_FOUNDATIONS
15,165,60,22.0,Boxing,Beginner,Agility,4,1.5,0,4,3,4,5,4,9,PRG_BOX_FOUNDATIONS
24,181,86,26.3,General Fitness,Intermediate,Muscle_Gain,4,3.3,0,5,4,6,6,7,7,PRG_FIT_HYPERTROPHY_BEGINNER
23,174,77,25.4,Football,Beginner,Weight_Loss,3,0.1,0,7,7,6,5,8,9,PRG_FB_ATHLETIC_DEVELOPMENT
22,175,70,22.9,Swimming,Beginner,Endurance,2,0.1,0,6,4,1,4,3,8,PRG_SW_TECHNIQUE_AND_BASE
19,189,85,23.8,Basketball,Intermediate,Weight_Loss,4,1.9,0,4,6,3,5,6,10,PRG_BB_COURT_CONDITIONING
20,172,63,21.3,General Fitness,Beginner,Endurance,3,1.2,0,4,7,4,7,4,8,PRG_FIT_CARDIO_ENDURANCE
19,175,92,30.0,Football,Advanced,Muscle_Gain,4,8.1,0,7,8,7,6,9,9,PRG_FB_LINEMAN_POWER
24,162,63,24.0,Boxing,Beginner,Muscle_Gain,3,1.2,0,2,1,6,5,5,10,PRG_BOX_FOUNDATIONS
28,174,94,31.0,MMA,Intermediate,Endurance,3,3.4,0,5,4,1,7,5,9,PRG_MMA_GENERAL_CONDITIONING
24,167,74,26.5,General Fitness,Beginner,Strength,3,1.8,0,3,5,1,7,6,6,PRG_FIT_POWERLIFTING
15,166,69,25.0,Track & Field,Intermediate,Strength,4,3.2,0,9,5,9,8,6,7,PRG_TF_GENERAL_TRACK_CONDITIONING
35,171,87,29.8,General Fitness,Beginner,Muscle_Gain,3,2.0,1,2,5,4,7,2,6,PRG_FIT_HYPERTROPHY_INTERMEDIATE
20,174,69,22.8,Swimming,Beginner,Strength,2,0.9,0,3,5,2,4,6,7,PRG_SW_TECHNIQUE_AND_BASE
15,184,76,22.4,Basketball,Intermediate,Speed,5,4.2,0,5,4,6,5,8,7,PRG_BB_COMPLETE_ATHLETE
25,180,73,22.5,Tennis,Intermediate,Agility,5,1.7,0,7,6,6,7,7,6,PRG_TN_FOOTWORK_ELITE
24,167,66,23.7,Boxing,Beginner,Strength,2,1.2,0,5,6,7,6,2,8,PRG_BOX_FOUNDATIONS
25,181,72,22.0,Tennis,Advanced,Agility,4,7.8,1,7,7,7,7,9,8,PRG_TN_SHOULDER_ELBOW_PREHAB
21,176,72,23.2,Swimming,Advanced,Agility,6,6.0,0,10,4,9,10,8,5,PRG_SW_DRY_LAND_STRENGTH
27,168,88,31.2,MMA,Advanced,Agility,5,7.6,1,7,7,6,8,8,8,PRG_MMA_INJURY_PREVENTION
23,171,92,31.5,Football,Beginner,Strength,2,2.0,0,3,5,5,6,8,8,PRG_FB_ATHLETIC_DEVELOPMENT
22,188,97,27.4,Football,Beginner,Muscle_Gain,3,1.6,1,4,3,8,2,7,8,PRG_FB_ATHLETIC_DEVELOPMENT
19,172,65,22.0,MMA,Beginner,Agility,2,0.2,1,8,5,6,4,5,10,PRG_MMA_BEGINNER_BASE
23,173,58,19.4,Boxing,Beginner,Agility,2,1.7,0,2,3,4,5,6,8,PRG_BOX_FOUNDATIONS
19,180,53,16.4,General Fitness,Beginner,Muscle_Gain,3,0.8,0,3,4,5,1,5,9,PRG_FIT_HYPERTROPHY_BEGINNER
21,177,75,23.9,Tennis,Intermediate,Weight_Loss,4,4.1,1,8,4,10,7,7,8,PRG_TN_SHOULDER_ELBOW_PREHAB
31,182,73,22.0,Tennis,Beginner,Agility,4,1.9,1,7,4,5,2,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
15,187,72,20.6,Tennis,Beginner,Speed,2,0.4,0,1,2,5,7,4,9,PRG_TN_MOVEMENT_FOUNDATIONS
23,176,63,20.3,MMA,Advanced,Endurance,5,7.7,0,6,8,8,9,7,5,PRG_MMA_PEAK_PERFORMANCE
31,181,57,17.4,Track & Field,Intermediate,Agility,3,3.4,0,8,2,8,7,7,8,PRG_TF_GENERAL_TRACK_CONDITIONING
18,188,96,27.2,Football,Advanced,Weight_Loss,4,7.6,0,9,10,5,7,9,8,PRG_FB_LINEMAN_POWER
18,174,81,26.8,Swimming,Beginner,Endurance,4,0.4,0,4,3,6,9,8,8,PRG_SW_TECHNIQUE_AND_BASE
15,174,91,30.1,Football,Beginner,Strength,2,0.7,0,7,4,6,4,7,8,PRG_FB_ATHLETIC_DEVELOPMENT
23,177,65,20.7,Boxing,Beginner,Agility,3,0.1,0,5,3,4,6,5,8,PRG_BOX_FOUNDATIONS
31,175,87,28.4,MMA,Beginner,Agility,2,0.1,0,4,6,2,5,6,9,PRG_MMA_BEGINNER_BASE
26,192,94,25.5,Tennis,Beginner,Endurance,2,0.6,0,5,5,6,2,4,9,PRG_TN_MOVEMENT_FOUNDATIONS
15,196,77,20.0,Basketball,Advanced,Endurance,5,8.2,0,10,8,10,7,7,9,PRG_BB_VERTICAL_PLYOMETRICS
24,179,50,15.6,Track & Field,Advanced,Agility,5,6.4,1,9,9,8,8,10,8,PRG_TF_GENERAL_TRACK_CONDITIONING
22,179,80,25.0,MMA,Beginner,Endurance,3,0.2,1,6,6,1,5,4,9,PRG_MMA_BEGINNER_BASE
26,184,74,21.9,MMA,Intermediate,Agility,5,3.6,0,4,4,7,7,3,8,PRG_MMA_SPEED_AGILITY
29,169,72,25.2,Boxing,Intermediate,Endurance,4,5.6,0,7,7,5,5,6,7,PRG_BOX_GENERAL_COMBAT_FITNESS
21,170,61,21.1,Track & Field,Beginner,Weight_Loss,2,0.1,0,7,4,6,7,1,9,PRG_TF_RUNNING_MECHANICS
19,175,82,26.8,Football,Advanced,Strength,5,8.2,1,4,7,8,8,10,8,PRG_FB_INJURY_PREVENTION
20,177,70,22.3,Swimming,Advanced,Speed,6,5.6,0,10,8,5,9,7,8,PRG_SW_RACE_CONDITIONING
26,185,80,23.4,Tennis,Beginner,Strength,4,0.8,1,5,6,4,4,5,7,PRG_TN_MOVEMENT_FOUNDATIONS
22,175,65,21.2,Boxing,Beginner,Muscle_Gain,2,0.1,0,4,4,4,3,4,9,PRG_BOX_FOUNDATIONS
17,188,94,26.6,Basketball,Intermediate,Muscle_Gain,3,3.8,0,8,6,5,4,7,9,PRG_BB_COMPLETE_ATHLETE
22,180,91,28.1,Football,Advanced,Agility,4,7.1,1,6,10,7,7,10,7,PRG_FB_INJURY_PREVENTION
19,174,71,23.5,Swimming,Beginner,Strength,2,0.1,0,5,5,7,7,4,9,PRG_SW_TECHNIQUE_AND_BASE
18,170,62,21.5,Boxing,Beginner,Weight_Loss,4,0.3,0,1,3,2,3,8,5,PRG_BOX_FOUNDATIONS
21,179,87,27.2,Football,Advanced,Endurance,5,8.3,0,5,10,10,6,8,5,PRG_FB_LINEMAN_POWER
